Student ID,School,Gender,Class level,Parental educational level,Week1_attendance,Week2_attendance,Week3_attendance,Week4_attendance,Week5_attendance,Week6_attendance,Week7_attendance,Week8_attendance,Week9_attendance,Week10_attendance,Week11_attendance,Week12_attendance,Week13_attendance,Week14_attendance,Semester 1 average,Semester 2 average,Semester difference,Household income level,Family dropout history,Child labor involvement,Travel time to school,Mode of transport,Teacher relationship quality,Peer relationship quality,Extra-curricular activities,Section,Household income level (standardized),Travel time to school (minutes),grade_number,stream_letter,subgroup,level_prefix,long_commute_flag,long_walk_flag,attendance_rate,low_attendance_weeks,academic_domain,attendance_domain,income_score,family_dropout_penalty,child_labor_penalty,socioeconomic_domain,teacher_rel_score,peer_rel_score,has_extracurricular,engagement_domain,accessibility_domain,cluster,dropout_risk
429,Ayeduase RC,Female,6,Tertiary,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,70.7,8.06,-62.64,2,Yes,Yes,2 minutes,Public transport,Average,Good,Arts & Performance,,Average,2,6,,,,0,0,0.8428571428571429,2,31.504,84.28571428571429,50,-30.0,-30.0,0.0,50,100,100,80.0,99.33333333333333,0,Medium
430,Weweso MA,Female,JHS 1,SHS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.25,1.0,73.2,4.19,-69.01,2,Not sure,Yes,15 minutes,Public transport,Average,Average,Arts & Performance,,Average,15,7,,,JHS,0,0,0.8178571428571428,3,30.956000000000003,81.78571428571428,50,,-30.0,44.26929392446634,50,50,100,60.0,95.0,1,High
431,Ayeduase RC,Female,7B3,Tertiary,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,47.54,51.59,4.050000000000004,1,Yes,Sometimes,10 minutes,Private transport,Average,Poor,Arts & Performance,,Low,10,7,B,3.0,,0,0,0.9500000000000001,0,40.462,95.0,0,-30.0,,44.26929392446634,50,0,100,40.0,96.66666666666667,2,Low
432,Ayeduase RC,Female,6A,Tertiary,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.8,1.0,0.25,1.0,52.35,68.43,16.08000000000001,2,No,Sometimes,1 Hour,Public transport,Poor,Average,Arts & Performance,,Average,60,6,A,,,0,0,0.8321428571428572,2,51.528000000000006,83.21428571428572,50,0.0,,44.26929392446634,0,50,100,40.0,80.0,1,High
433,Ayeduase RC,Male,4B,JHS,0.0,0.0,0.8,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,35.09,79.42,44.33,3,No,No,120min,Public transport,Poor,Poor,Sports,,High,120,4,B,,,0,0,0.775,3,54.67,77.5,100,0.0,0.0,100.0,0,0,100,20.0,80.0,1,High
434,Ayeduase RC,Female,JHS 1,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.75,74.15,100.0,25.84999999999999,1,No,No,30 minutes,Public transport,Good,Good,Sports,,Low,30,7,,,JHS,0,0,0.9392857142857143,1,74.83,93.92857142857143,0,0.0,0.0,0.0,100,100,100,100.0,90.0,2,Low
435,Ayeduase RC,Female,6B2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.75,52.79,92.24,39.45,2,No,Sometimes,50 minutes,Public transport,Poor,Good,Arts & Performance,,Average,50,6,B,2.0,,0,0,0.9464285714285714,0,65.902,94.64285714285714,50,0.0,,44.26929392446634,0,100,100,60.0,83.33333333333333,2,Low
436,Ayeduase RC,Female,5B1,Tertiary,1.0,1.0,1.0,1.0,0.8,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.52,57.34,5.82,1,Yes,Yes,10 Minutes,Private transport,Good,Good,Academic/Clubs,,Low,10,5,B,1.0,,0,0,0.9678571428571429,0,44.70800000000001,96.78571428571429,0,-30.0,-30.0,0.0,100,100,100,100.0,96.66666666666667,2,Low
437,Weweso MA,Male,5B1,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,65.29,55.06,-10.23,3,No,No,3 Minutes,Walking,Good,Poor,Academic/Clubs,,High,3,5,B,1.0,,0,0,0.9821428571428571,0,48.14,98.21428571428571,100,0.0,0.0,100.0,100,0,100,60.0,99.0,2,Low
438,Ayeduase RC,Male,5B1,Tertiary,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,1.0,1.0,52.48,3.91,-48.56999999999999,2,Not sure,Sometimes,10min,Public transport,Good,Good,Arts & Performance,,Average,10,5,B,1.0,,0,0,0.8964285714285715,1,22.556,89.64285714285715,50,,,44.26929392446634,100,100,100,100.0,96.66666666666667,0,Medium
439,Weweso MA,Male,4A,Tertiary,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.25,0.0,54.86,0.0,-54.86,3,No,No,6 minutes,Public transport,Average,Good,,,High,6,4,A,,,0,0,0.8250000000000001,2,21.944000000000003,82.5,100,0.0,0.0,100.0,50,100,0,60.0,98.0,1,High
440,Weweso MA,Male,4A,Tertiary,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.2,0.75,51.79,66.0,14.21,2,Not sure,Yes,120min,Walking,Good,Good,Passive screen time,,Average,120,4,A,,,0,0,0.8107142857142857,2,49.958,81.07142857142857,50,,-30.0,44.26929392446634,100,100,100,100.0,80.0,2,Low
441,Ayeduase RC,Male,5B,Tertiary,1.0,0.6,1.0,1.0,1.0,0.0,1.0,0.4,1.0,1.0,1.0,0.75,1.0,1.0,53.05,7.7,-45.34999999999999,2,No,No,60 minutes,Private transport,Average,Good,Arts & Performance,,Average,60,5,B,,,0,0,0.8392857142857143,2,24.299999999999997,83.92857142857143,50,0.0,0.0,50.0,50,100,100,80.0,80.0,0,Medium
442,Ayeduase RC,Male,JHS 1,JHS,0.5,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,52.88,7.55,-45.33000000000001,2,Not sure,Sometimes,30 minutes,Public transport,Poor,Good,Arts & Performance,,Average,30,7,,,JHS,0,0,0.85,2,24.172,85.0,50,,,44.26929392446634,0,100,100,60.0,90.0,1,High
443,Ayeduase RC,Male,5A,Tertiary,1.0,1.0,0.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.0,53.47,99.21,45.73999999999999,3,Yes,Sometimes,1 hour,Public transport,Good,Poor,Arts & Performance,,High,60,5,A,,,0,0,0.7607142857142858,4,70.22,76.07142857142858,100,-30.0,,44.26929392446634,100,0,100,60.0,80.0,1,High
444,Weweso MA,Male,6B,Tertiary,1.0,1.0,0.5,1.0,0.4,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,51.66,6.23,-45.42999999999999,3,No,Sometimes,20 minutes,Walking,Average,Average,Arts & Performance,,High,20,6,B,,,0,0,0.9071428571428571,1,23.156000000000002,90.71428571428571,100,0.0,,44.26929392446634,50,50,100,60.0,93.33333333333333,0,Medium
445,Ayeduase RC,Male,5B,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.6,46.14,72.41,26.27,2,Yes,Sometimes,80 minutes,Public transport,Average,Good,Arts & Performance,,Average,80,5,B,,,0,0,0.9535714285714285,0,52.674,95.35714285714285,50,-30.0,,44.26929392446634,50,100,100,80.0,80.0,2,Low
446,Ayeduase RC,Male,7B3,JHS,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.58,6.86,-45.72,3,No,No,10 minutes,Public transport,Good,Good,Arts & Performance,,High,10,7,B,3.0,,0,0,0.9857142857142858,0,23.776,98.57142857142858,100,0.0,0.0,100.0,100,100,100,100.0,96.66666666666667,0,Medium
447,Weweso MA,Male,6B2,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,52.23,9.64,-42.59,2,Not sure,Sometimes,30 Minutes,Walking,Good,Good,Arts & Performance,,Average,30,6,B,2.0,,0,0,0.9285714285714286,1,24.748,92.85714285714286,50,,,44.26929392446634,100,100,100,100.0,90.0,0,Medium
448,Ayeduase RC,Female,JHS 1,JHS,0.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,52.23,5.42,-46.81,3,No,Yes,10 minutes,Private transport,Good,Good,Arts & Performance,,High,10,7,,,JHS,0,0,0.8785714285714287,1,23.06,87.85714285714286,100,0.0,-30.0,70.0,100,100,100,100.0,96.66666666666667,0,Medium
449,Weweso MA,Male,5B,Tertiary,0.4,0.4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.68,8.05,-66.63000000000001,3,Yes,Sometimes,30 minutes,Public transport,Average,Poor,Arts & Performance,,High,30,5,B,,,0,0,0.8428571428571429,3,33.092000000000006,84.28571428571429,100,-30.0,,44.26929392446634,50,0,100,40.0,90.0,1,High
450,Weweso MA,Male,6B2,Tertiary,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,52.64,64.73935034143351,12.09935034143351,1,No,Sometimes,20 minutes,Public transport,Poor,Average,Sports,,Low,20,6,B,2.0,,0,0,0.9249999999999999,1,49.371610204860104,92.5,0,0.0,,44.26929392446634,0,50,100,40.0,93.33333333333333,2,Low
451,Weweso MA,Male,5A,Tertiary,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,53.08,91.73,38.65000000000001,2,Not sure,Yes,30mins,Walking,Good,Poor,Academic/Clubs,,Average,30,5,A,,,0,0,0.9,2,65.654,90.0,50,,-30.0,44.26929392446634,100,0,100,60.0,90.0,2,Low
452,Weweso MA,Female,5B1,SHS,1.0,1.0,1.0,0.6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.89,3.39,-52.5,2,Not sure,Yes,5min,Walking,Average,Poor,Arts & Performance,,Average,5,5,B,1.0,,0,0,0.9,1,23.712000000000003,90.0,50,,-30.0,44.26929392446634,50,0,100,40.0,98.33333333333333,1,High
453,Weweso MA,Male,4B1,Tertiary,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,60.84,7.95,-52.89,1,No,Yes,3 Minutes,Private transport,Good,Good,Arts & Performance,,Low,3,4,B,1.0,,0,0,0.7892857142857144,3,27.516000000000002,78.92857142857143,0,0.0,-30.0,0.0,100,100,100,100.0,99.0,0,Medium
454,Weweso MA,Female,6B,SHS,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,44.28,77.19,32.91,1,Yes,No,45 minutes,Walking,Good,Good,Chores/Duties,,Low,45,6,B,,,0,0,0.9035714285714286,2,55.17,90.35714285714286,0,-30.0,0.0,0.0,100,100,100,100.0,85.0,2,Low
455,Weweso MA,Male,4A,Tertiary,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,52.61,5.76,-46.85,3,No,Sometimes,20 minutes,Public transport,Good,Average,,,High,20,4,A,,,0,0,0.9321428571428572,1,23.348,93.21428571428572,100,0.0,,44.26929392446634,100,50,0,60.0,93.33333333333333,0,Medium
456,Ayeduase RC,Male,4,SHS,1.0,0.2,1.0,1.0,0.0,1.0,1.0,1.0,0.6,1.0,1.0,0.75,1.0,0.75,53.07,6.01,-47.06,3,No,No,30 minutes,Walking,Poor,Poor,Arts & Performance,,High,30,4,,,,0,0,0.8071428571428572,2,23.632,80.71428571428572,100,0.0,0.0,100.0,0,0,100,20.0,90.0,1,High
457,Weweso MA,Male,5B1,Tertiary,0.2,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,51.92,3.73,-48.19,1,No,Sometimes,30min,Private transport,Average,Poor,Arts & Performance,,Low,30,5,B,1.0,,0,0,0.625,5,22.26,62.5,0,0.0,,44.26929392446634,50,0,100,40.0,90.0,1,High
458,Ayeduase RC,Female,5B1,JHS,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.25,6.34,-51.91,2,No,No,2 minutes,Public transport,Average,Average,Sports,,Average,2,5,B,1.0,,0,0,0.9571428571428572,1,25.836000000000002,95.71428571428572,50,0.0,0.0,50.0,50,50,100,60.0,99.33333333333333,0,Medium
459,Weweso MA,Female,7B3,JHS,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.5,1.0,1.0,1.0,52.58,63.26,10.68,3,No,Sometimes,10 Minutes,Walking,Good,Good,Academic/Clubs,,High,10,7,B,3.0,,0,0,0.8642857142857142,1,48.472,86.42857142857142,100,0.0,,44.26929392446634,100,100,100,100.0,96.66666666666667,2,Low
460,Weweso MA,Male,6,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,51.18,7.79,-43.39,3,No,Sometimes,20 minutes,Walking,Good,Poor,Chores/Duties,,High,20,6,,,,0,0,0.9571428571428572,1,23.588,95.71428571428572,100,0.0,,44.26929392446634,100,0,100,60.0,93.33333333333333,0,Medium
461,Weweso MA,Male,4,SHS,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,57.34,6.76,-50.58000000000001,1,Yes,No,20 minutes,Public transport,Good,Good,Arts & Performance,,Low,20,4,,,,0,0,0.8571428571428571,2,25.640000000000004,85.71428571428571,0,-30.0,0.0,0.0,100,100,100,100.0,93.33333333333333,0,Medium
462,Weweso MA,Female,6,JHS,0.5,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,51.63,5.47,-46.16,1,No,Yes,21 minutes,Public transport,Poor,Good,Arts & Performance,,Low,21,6,,,,0,0,0.8642857142857142,1,22.84,86.42857142857142,0,0.0,-30.0,0.0,0,100,100,60.0,93.0,0,Medium
463,Weweso MA,Male,7B1,SHS,0.2,0.4,0.75,1.0,0.2,0.75,0.6,0.25,1.0,1.0,1.0,1.0,1.0,1.0,52.36,61.07,8.71,2,No,No,1 hour,Public transport,Poor,Good,Arts & Performance,,Average,60,7,B,1.0,,0,0,0.725,4,47.114,72.5,50,0.0,0.0,50.0,0,100,100,60.0,80.0,1,High
464,Weweso MA,Female,7B2,Tertiary,1.0,0.0,1.0,0.5,0.4,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.87,79.33,27.46,2,Yes,No,3 minutes,Public transport,Good,Poor,Arts & Performance,,Average,3,7,B,2.0,,0,0,0.8321428571428572,2,57.97200000000001,83.21428571428572,50,-30.0,0.0,20.0,100,0,100,60.0,99.0,2,Low
465,Weweso MA,Female,7B3,SHS,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,0.25,0.75,52.96,68.65,15.69,2,Yes,Yes,30 minutes,Walking,Average,Poor,Academic/Clubs,,Average,30,7,B,3.0,,0,0,0.7607142857142858,4,51.782000000000004,76.07142857142858,50,-30.0,-30.0,0.0,50,0,100,40.0,90.0,1,High
466,Weweso MA,Female,JHS 2,JHS,1.0,0.75,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,51.68,6.9,-44.78,2,No,Yes,30 minutes,Private transport,Good,Average,Sports,,Average,30,8,,,JHS,0,0,0.9285714285714286,0,23.432000000000002,92.85714285714286,50,0.0,-30.0,20.0,100,50,100,80.0,90.0,0,Medium
467,Ayeduase RC,Male,7B3,JHS,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.74,7.91,-56.83,1,No,No,17 minutes,Public transport,Poor,Good,Academic/Clubs,,Low,17,7,B,3.0,,0,0,0.9285714285714286,0,29.060000000000002,92.85714285714286,0,0.0,0.0,0.0,0,100,100,60.0,94.33333333333333,0,Medium
468,Weweso MA,Male,4B,Tertiary,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.25,1.0,0.0,51.42,91.0,39.58,3,No,No,15 minutes,Public transport,Good,Good,Sports,,High,15,4,B,,,0,0,0.7678571428571429,3,64.884,76.78571428571429,100,0.0,0.0,100.0,100,100,100,100.0,95.0,2,Low
469,Weweso MA,Male,JHS 1,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,1.0,33.9,64.96,31.06,2,Not sure,No,1 minute,Public transport,Good,Average,,,Average,1,7,,,JHS,0,0,0.9142857142857144,1,45.756,91.42857142857143,50,,0.0,44.26929392446634,100,50,0,60.0,99.66666666666667,2,Low
470,Weweso MA,Male,4A,SHS,1.0,0.5,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.5,52.23,65.55,13.32,3,Not sure,No,3min,Private transport,Poor,Good,,,High,3,4,A,,,0,0,0.8428571428571429,1,49.775999999999996,84.28571428571429,100,,0.0,44.26929392446634,0,100,0,40.0,99.0,1,High
471,Weweso MA,Male,JHS 1,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,53.36,87.35,33.98999999999999,2,Yes,No,60min,Public transport,Poor,Good,,,Average,60,7,,,JHS,0,0,0.9428571428571428,1,63.081999999999994,94.28571428571428,50,-30.0,0.0,20.0,0,100,0,40.0,80.0,2,Low
472,Weweso MA,Male,5B1,SHS,1.0,1.0,0.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,39.87,41.0,1.130000000000003,3,No,Yes,15 minutes,Walking,Poor,Good,Academic/Clubs,,High,15,5,B,1.0,,0,0,0.85,2,32.574,85.0,100,0.0,-30.0,70.0,0,100,100,60.0,95.0,1,High
473,Weweso MA,Male,4B1,Tertiary,0.2,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,0.8,1.0,1.0,51.38,5.04,-46.34,2,No,No,40 minutes,Public transport,Average,Average,Sports,,Average,40,4,B,1.0,,0,0,0.8250000000000001,2,22.568000000000005,82.5,50,0.0,0.0,50.0,50,50,100,60.0,86.66666666666667,1,High
474,Weweso MA,Male,4B,SHS,0.2,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,52.11,75.86,23.75,1,No,No,25 minutes,Public transport,Good,Average,Passive screen time,,Low,25,4,B,,,0,0,0.8714285714285716,2,55.938,87.14285714285715,0,0.0,0.0,0.0,100,50,100,80.0,91.66666666666667,2,Low
475,Weweso MA,Female,JHS 1,SHS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.95,53.12,-12.83000000000001,2,Not sure,No,60 minutes,Public transport,Good,Good,Arts & Performance,,Average,60,7,,,JHS,0,0,0.9285714285714286,1,47.628,92.85714285714286,50,,0.0,44.26929392446634,100,100,100,100.0,80.0,2,Low
476,Ayeduase RC,Male,7B3,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,52.77,6.24,-46.53,3,No,Sometimes,10 minutes,Public transport,Good,Good,Sports,,High,10,7,B,3.0,,0,0,0.9857142857142858,0,23.604000000000006,98.57142857142858,100,0.0,,44.26929392446634,100,100,100,100.0,96.66666666666667,0,Medium
477,Weweso MA,Female,5A,Tertiary,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6,0.0,51.97,58.61,6.640000000000001,3,No,Sometimes,15 minutes,Walking,Good,Average,Academic/Clubs,,High,15,5,A,,,0,0,0.7714285714285714,3,45.56,77.14285714285714,100,0.0,,44.26929392446634,100,50,100,80.0,95.0,1,High
478,Ayeduase RC,Male,JHS 2,Tertiary,1.0,0.8,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.8,1.0,52.94,5.25,-47.69,3,No,Sometimes,1 hour,Walking,Good,Good,Arts & Performance,,High,60,8,,,JHS,0,0,0.9142857142857144,1,23.276000000000003,91.42857142857143,100,0.0,,44.26929392446634,100,100,100,100.0,80.0,0,Medium
479,Weweso MA,Male,JHS 2,SHS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,77.05,84.73,7.680000000000007,3,No,No,10min,Walking,Good,Average,Arts & Performance,,High,10,8,,,JHS,0,0,0.875,2,66.248,87.5,100,0.0,0.0,100.0,100,50,100,80.0,96.66666666666667,2,Low
480,Ayeduase RC,Male,JHS 2,JHS,0.4,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,51.77,5.55,-46.22000000000001,2,No,Yes,30 minutes,Walking,Poor,Poor,Arts & Performance,,Average,30,8,,,JHS,0,0,0.9107142857142857,1,22.928,91.07142857142857,50,0.0,-30.0,20.0,0,0,100,20.0,90.0,1,High
481,Weweso MA,Male,6B,JHS,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.88,56.57,4.689999999999998,3,No,No,9 minutes,Public transport,Good,Good,Arts & Performance,,High,9,6,B,,,0,0,0.9571428571428572,1,44.318000000000005,95.71428571428572,100,0.0,0.0,100.0,100,100,100,100.0,97.0,2,Low
482,Weweso MA,Female,4,Tertiary,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.8,0.25,1.0,66.2,7.62,-58.58000000000001,2,No,Yes,60 minutes,Public transport,Average,Good,Arts & Performance,,Average,60,4,,,,0,0,0.8321428571428572,2,29.528000000000006,83.21428571428572,50,0.0,-30.0,20.0,50,100,100,80.0,80.0,0,Medium
483,Weweso MA,Male,5A,Tertiary,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,75.76,3.69,-72.07000000000001,2,Not sure,No,15 minutes,Public transport,Good,Poor,Academic/Clubs,,Average,15,5,A,,,0,0,0.9321428571428572,1,31.78,93.21428571428572,50,,0.0,44.26929392446634,100,0,100,60.0,95.0,0,Medium
484,Weweso MA,Male,6B2,SHS,0.6,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,51.44,8.6,-42.84,3,No,No,30 minutes,Walking,Good,Good,Arts & Performance,,High,30,6,B,2.0,,0,0,0.9392857142857143,0,24.016000000000002,93.92857142857143,100,0.0,0.0,100.0,100,100,100,100.0,90.0,0,Medium
485,Weweso MA,Male,4,Tertiary,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.44,81.2,29.76000000000001,3,Yes,Yes,30 Minutes,Public transport,Average,Good,Sports,,High,30,4,,,,0,0,0.8571428571428571,2,59.00800000000001,85.71428571428571,100,-30.0,-30.0,40.0,50,100,100,80.0,90.0,2,Low
486,Weweso MA,Female,6B,JHS,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,80.92,68.31,-12.61,2,Yes,Sometimes,15 minutes,Walking,Good,Good,Chores/Duties,,Average,15,6,B,,,0,0,0.8035714285714286,3,59.69200000000001,80.35714285714286,50,-30.0,,44.26929392446634,100,100,100,100.0,95.0,2,Low
487,Weweso MA,Female,JHS 1B1,Tertiary,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,52.82,0.0,-52.82,3,No,Yes,20 minutes,Walking,Good,Good,Chores/Duties,,High,20,7,B,1.0,JHS,0,0,0.9678571428571429,0,21.128,96.78571428571429,100,0.0,-30.0,70.0,100,100,100,100.0,93.33333333333333,0,Medium
488,Ayeduase RC,Male,5B1,Tertiary,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.4,0.75,1.0,1.0,1.0,1.0,0.6,51.76,71.19,19.43,3,Not sure,Sometimes,5 minutes,Walking,Good,Average,Arts & Performance,,High,5,5,B,1.0,,0,0,0.8535714285714286,2,53.066,85.35714285714286,100,,,44.26929392446634,100,50,100,80.0,98.33333333333333,2,Low
489,Weweso MA,Male,6,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,52.29,7.08,-45.21,2,Not sure,Yes,60min,Private transport,Good,Poor,Sports,,Average,60,6,,,,0,0,0.9,1,23.748,90.0,50,,-30.0,44.26929392446634,100,0,100,60.0,80.0,0,Medium
490,Weweso MA,Male,7B3,Tertiary,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,52.11,8.46,-43.65,2,Yes,Sometimes,1 hour,Private transport,Good,Good,Arts & Performance,,Average,60,7,B,3.0,,0,0,0.9107142857142857,1,24.228,91.07142857142857,50,-30.0,,44.26929392446634,100,100,100,100.0,80.0,0,Medium
491,Weweso MA,Female,JHS 2,SHS,0.8,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.26,31.52,-21.74,2,Yes,Yes,1 hour,Walking,Good,Good,Sports,,Average,60,8,,,JHS,0,0,0.8571428571428571,2,33.912000000000006,85.71428571428571,50,-30.0,-30.0,0.0,100,100,100,100.0,80.0,0,Medium
492,Weweso MA,Female,4B,SHS,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,54.86,1.77,-53.09,3,Yes,No,2hr,Walking,Good,Poor,Academic/Clubs,,High,120,4,B,,,0,0,0.9500000000000001,0,22.652,95.0,100,-30.0,0.0,70.0,100,0,100,60.0,80.0,0,Medium
493,Ayeduase RC,Male,7B3,Tertiary,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,51.68,71.45,19.77,3,Not sure,No,30mins,Walking,Poor,Average,Arts & Performance,,High,30,7,B,3.0,,0,0,0.8785714285714287,1,53.206,87.85714285714286,100,,0.0,44.26929392446634,0,50,100,40.0,90.0,1,High
494,Weweso MA,Male,6A,SHS,0.25,0.8,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,1.0,47.74,81.27,33.52999999999999,3,No,No,15min,Private transport,Average,Good,Sports,,High,15,6,A,,,0,0,0.8392857142857144,2,58.309999999999995,83.92857142857144,100,0.0,0.0,100.0,50,100,100,80.0,95.0,2,Low
495,Weweso MA,Male,6B,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.73,7.13,-44.59999999999999,3,No,No,1 hour,Public transport,Good,Good,Arts & Performance,,High,60,6,B,,,0,0,1.0,0,23.544,100.0,100,0.0,0.0,100.0,100,100,100,100.0,80.0,0,Medium
496,Ayeduase RC,Female,JHS 2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.6,0.5,0.0,1.0,54.19,87.0,32.81,3,Yes,Yes,20min,Public transport,Good,Good,Arts & Performance,,High,20,8,,,JHS,0,0,0.8357142857142856,1,63.03800000000001,83.57142857142857,100,-30.0,-30.0,40.0,100,100,100,100.0,93.33333333333333,2,Low
